Material No,Price,BQ No,Quantity
800SVE860S,"24,372.00",6,6
800SVE930S,"25,568.00",15,10
860SVE860S,"10,543.00",2,0
700198740S,"13,574.00",8,8
701198900S,"12,698.00",5,5
701198D00S,"19,407.00",2,2
701SCC860S,"22,520.00",11,11
701SST940S,"29,969.00",5,2
01P26D00AS,"20,467.00",131,121
702SCC900S,"29,543.00",180,180
703425000S,"13,484.00",20,20
710SZJ900S,"27,670.00",2,2
720SZJ900S,"19,427.00",2,2
5AAFH60ZAS,"23,789.00",1,0
1STCA20ZAS,"19,900.00",1,0
1SVN970ZES,"21,685.00",1,1
2STCA20ZAS,"13,354.00",1,0
223STRA40S,"13,291.00",3,1
5STN760ZES,"19,715.00",2,0
6STN760ZES,"19,587.00",2,2
7STN760ZES,"16,072.00",2,2
8STN760ZES,"12,136.00",2,2
6SSTA10ZDS,"22,216.00",2,2
531SVE860S,"13,118.00",45,20
1STCA20ZAS,"19,374.00",20,0
3STCA20ZCS,"21,303.00",2,2
833SVE860S,"10,367.00",1,1
834SVE860S,"16,700.00",1,1
0SFV760ZAS,"14,541.00",4,0
117SCC830S,"13,268.00",24,21
117SCC900S,"19,425.00",17,15
117SWH970S,"20,166.00",6,6
0SFV760ZAS,"10,859.00",4,0
501198740S,"27,271.00",20,0
501SCC870S,"23,608.00",390,290
501SCC900S,"27,981.00","1,420","1,150"
501SST940S,"24,690.00",70,0
501STC900S,"18,755.00","4,040","1,680"
501STR900S,"19,778.00",592,0
501STR940S,"29,303.00",809,73
501SWA940S,"16,647.00",40,0
560SFN850S,"12,687.00",10,0
560SRC900S,"28,863.00",67,53
560STN700S,"10,588.00",640,20
560SVE900S,"26,288.00",430,50
110198770S,"27,525.00",130,130
110198D10S,"18,396.00",24,24
0AACH41ZAS,"17,730.00",30,2
0AACH41ZSS,"18,375.00",10,0
0AACH41ZHS,"21,895.00",34,0
0AACH41ZMS,"26,537.00",10,0
0AACH41ZNS,"12,467.00",10,0
0AACH41ZPS,"13,819.00",10,0
0AACH41ZQS,"23,914.00",10,0
110AAEH31S,"20,398.00",30,0
110GBG850S,"10,056.00",44,38
110SAG900S,"10,916.00",20,20
0SCC730ZAS,"24,581.00",156,144
0SCC730ZBS,"21,206.00",230,180
0SCC730ZCS,"23,001.00",6,4
0SCC730ZFS,"21,788.00",36,28
0SCC730ZGS,"22,644.00",38,34
0SCC730ZHS,"15,158.00",2,2
0SCC730ZSS,"18,690.00",34,0
110SCC760S,"17,146.00",836,770
110SCC830S,"14,196.00","6,870","5,520"
110SCC860S,"14,789.00",28,28
110SCC900S,"15,816.00",30,30
110SFN950S,"28,023.00","1,326",446
110SRY970S,"18,959.00",166,70
0SRY980ZAS,"18,335.00",10,6
0SRY980ZBS,"28,987.00",40,38
0SRY980ZDS,"20,926.00",2,2
0SRY980ZFS,"22,703.00",6,0
110SST900S,"20,663.00",438,438
110SST940S,"13,838.00",240,178
0STCA20ZDS,"13,673.00",28,14
0STP900ZAS,"22,694.00",48,36
0STP900ZCS,"20,953.00",512,448
0STP900ZDS,"11,711.00",2,0
0STP900ZES,"24,176.00",8,6
0STP900ZFS,"27,040.00",14,14
0STP900ZGS,"15,271.00",24,20
0STP900ZHS,"24,682.00",28,0
0STP900ZJS,"22,102.00",292,266
0STP940ZBS,"27,068.00",26,26
0STP950ZES,"26,140.00",14,14
0STR700ZAS,"19,169.00",840,744
0STR700ZDS,"23,958.00",404,332
0STR780ZAS,"29,698.00",278,246
0STR780ZBS,"17,110.00",4,4
0STR860ZDS,"13,466.00",130,50
0STR900ZAS,"14,875.00","1,658",994
0STR900ZCS,"23,050.00",8,8
0STR900ZDS,"19,740.00",4,4
0STR900ZES,"15,431.00",2,2
0STR900ZFS,"15,992.00",4,0
0STR900ZGS,"26,168.00",660,570
0STR900ZHS,"12,800.00",2,0
0STR900ZJS,"20,102.00",22,20
0STR900ZSS,"17,389.00",4,4
0STR910ZAS,"29,196.00",2,0
0STR910ZGS,"15,367.00",34,0
0STRA00ZES,"11,915.00",68,28
0STRA40ZGS,"19,957.00",18,14
0SVE860ZAS,"22,116.00",234,168
0SVE860ZBS,"27,828.00",150,24
0SVE860ZCS,"13,748.00",6,6
0SVE860ZDS,"24,287.00",48,40
0SVE900ZAS,"22,880.00",58,0
0SVE900ZBS,"26,182.00",14,12
0SVE900ZDS,"12,908.00",34,24
0SVE900ZES,"12,840.00",2,2
0SVE930ZAS,"18,776.00",390,294
0SVE930ZCS,"28,506.00",208,54
0SVE930ZES,"20,982.00",20,20
0SVN870ZBS,"28,828.00",12,6
0SVN870ZDS,"27,419.00",76,76
0SVN870ZFS,"13,515.00",78,78
0SVN870ZGS,"25,898.00",12,12
10SVN900RS,"29,978.00",238,98
10SVN950ZS,"10,411.00",120,68
0SVN970ZDS,"13,058.00",52,20
0SVN970ZFS,"11,390.00",10,10
110SWA700S,"26,227.00",2,0
0SWA910ZDS,"10,734.00",10,10
0SWA910ZES,"24,923.00",8,8
0SWA940ZAS,"12,100.00",730,616
0SWA940ZCS,"17,812.00",368,270
0SWA940ZDS,"27,675.00",44,16
0SWA940ZES,"21,595.00",6,6
0SWA940ZFS,"19,408.00",30,16
0SWH970ZDS,"18,694.00",66,44
0SWH970ZES,"24,839.00",10,10
0SWH970ZGS,"19,465.00",30,0
110SZJ901S,"18,554.00",32,30
0SZN900ZAS,"22,406.00",12,12
0SZN900ZBS,"14,911.00",4,4
0SZN900ZCS,"29,528.00",24,14
0SZN900ZDS,"12,772.00",6,6
0SZN900ZES,"12,802.00",22,14
0SZN900ZFS,"21,137.00",4,4
115SRY970S,"25,763.00",2,2
120198D10S,"25,692.00",6,6
0AACH41ZAS,"11,110.00",30,4
0AACH41ZSS,"24,034.00",10,0
0AACH41ZHS,"10,159.00",34,0
0AACH41ZMS,"25,905.00",10,0
0AACH41ZNS,"13,875.00",10,0
0AACH41ZPS,"25,640.00",10,0
0AACH41ZQS,"15,179.00",10,0
120AAEH31S,"13,680.00",10,0
120GBG850S,"20,715.00",38,34
0SCC730ZAS,"13,826.00",146,140
0SCC730ZBS,"29,755.00",102,100
0SCC730ZCS,"23,241.00",10,8
0SCC730ZFS,"19,328.00",24,20
0SCC730ZGS,"24,349.00",10,6
0SCC730ZSS,"13,508.00",78,50
120SCC760S,"19,095.00",528,500
120SCC830S,"18,001.00","5,650","4,980"
120SCC900S,"19,979.00",40,20
120SFN950S,"11,484.00",672,524
120SRY970S,"12,192.00",112,60
0SRY980ZAS,"11,516.00",26,24
0SRY980ZBS,"29,035.00",60,56
0SRY980ZDS,"29,919.00",2,2
120SST900S,"12,237.00",478,448
120SST940S,"16,397.00",174,174
0STCA20ZDS,"29,822.00",42,22
0STP900ZAS,"17,486.00",42,32
0STP900ZBS,"24,598.00",2,2
0STP900ZCS,"17,799.00",404,346
0STP900ZES,"10,117.00",14,14
0STP900ZFS,"21,212.00",10,10
0STP900ZGS,"27,317.00",84,70
0STP900ZHS,"23,131.00",20,16
0STP900ZJS,"25,714.00",348,276
0STP940ZBS,"18,246.00",28,26
0STP950ZES,"10,443.00",14,14
0STR700ZAS,"22,410.00",770,746
0STR700ZDS,"16,821.00",382,304
0STR780ZAS,"27,973.00",220,220
0STR780ZBS,"19,992.00",4,0
0STR860ZDS,"17,615.00",104,16
0STR900ZAS,"23,161.00","1,288",626
0STR900ZCS,"28,589.00",10,10
0STR900ZDS,"24,592.00",10,10
0STR900ZES,"20,761.00",2,2
0STR900ZFS,"17,796.00",4,4
0STR900ZGS,"24,701.00",626,560
0STR900ZJS,"19,830.00",2,2
0STR910ZGS,"28,028.00",34,32
0STRA00ZES,"13,906.00",20,20
0STRA40ZGS,"14,554.00",20,20
0SVE860ZAS,"26,032.00",188,150
0SVE860ZBS,"13,624.00",144,28
0SVE860ZCS,"19,261.00",6,6
0SVE860ZDS,"22,834.00",68,28
0SVE900ZAS,"13,213.00",24,22
0SVE900ZBS,"10,882.00",2,2
0SVE900ZDS,"10,189.00",30,30
0SVE930ZAS,"12,971.00",326,206
0SVE930ZCS,"22,914.00",200,174
0SVN870ZBS,"29,579.00",12,12
0SVN870ZDS,"12,176.00",48,28
0SVN870ZFS,"15,850.00",100,70
0SVN870ZGS,"11,477.00",14,12
20SVN900RS,"17,882.00",150,58
20SVN950ZS,"26,209.00",132,0
0SVN970ZDS,"27,448.00",42,10
0SVN970ZFS,"28,390.00",2,2
120SWA700S,"27,216.00",12,12
0SWA910ZDS,"28,575.00",10,10
0SWA910ZES,"12,126.00",12,12
0SWA940ZAS,"27,248.00",582,528
0SWA940ZCS,"18,385.00",282,264
0SWA940ZDS,"24,858.00",30,20
0SWA940ZES,"22,851.00",4,4
0SWA940ZFS,"15,182.00",22,16
0SWH970ZDS,"29,667.00",34,26
0SWH970ZES,"15,308.00",10,10
120SZJ901S,"24,250.00",36,32
0SZN900ZAS,"19,903.00",12,12
0SZN900ZBS,"19,522.00",4,4
0SZN900ZCS,"14,299.00",24,12
0SZN900ZDS,"20,193.00",6,6
0SZN900ZES,"23,127.00",22,14
0SZN900ZFS,"24,140.00",4,4
150SVN900S,"29,682.00",23,1
010SCC870S,"17,274.00",1,0
010SCC940S,"17,128.00",22,22
010SFN850S,"12,162.00",31,31
010SRY900S,"25,297.00",17,17
216STC900S,"29,247.00",9,9
216STN700S,"21,092.00",40,5
216STP900S,"27,656.00",18,18
217STC900S,"13,289.00",4,2
001SFN850S,"26,006.00",140,100
001SRC900S,"20,850.00",40,30
002SW1900S,"29,325.00",80,40
003SFG000S,"21,290.00",700,430
003SSP910S,"10,946.00",10,10
004437000S,"11,463.00",5,5
004GHB700S,"18,384.00",180,140
005SY7000S,"16,923.00",130,110
008SRM840S,"28,852.00",10,10
12333000RS,"18,112.00","11,200","9,600"
012SS3830S,"23,385.00",480,0
12SN6930HS,"19,209.00",230,160
017SPH900S,"17,889.00",390,80
019399010S,"13,359.00",30,10
022MG8000S,"10,517.00",2,2
31107010HS,"17,202.00",1,1
31GF6000RS,"13,694.00",69,36
31SFB000HS,"24,973.00",10,10
031SPH900S,"24,772.00",5,5
031STC900S,"26,959.00",12,12
32GF6000RS,"13,928.00",26,15
032STC900S,"18,715.00",11,0
033041020S,"27,918.00",120,120
033STC900S,"16,139.00",10,0
040SSP910S,"16,554.00",10,10
041SW1900S,"19,668.00",120,60
050SPH900S,"11,843.00",20,20
071171000S,"23,713.00",120,0
071MB0000S,"11,429.00",20,0
071MG8000S,"20,018.00",320,250
081035000S,"22,400.00",200,140
082035000S,"10,363.00","1,700","1,500"
083SSP910S,"28,123.00",240,0
083SVH900S,"11,891.00","3,180",900
084SCJ710S,"25,126.00",15,5
084SRC920S,"18,073.00",10,10
084SRY900S,"26,199.00",5,0
084SRY960S,"11,618.00",20,10
084SST940S,"13,443.00",15,0
084STCA20S,"20,551.00",7,7
084STR940S,"29,105.00",50,30
084SVE930S,"21,992.00",5,0
084SVH950S,"12,825.00",20,20
084SWA930S,"12,711.00",17,5
084SWH960S,"24,613.00",5,0
084MN8010S,"19,496.00",30,30
085STC920S,"28,735.00",50,20
085SWA940S,"10,631.00",50,50
087SCJ710S,"12,271.00",40,30
087SRC920S,"26,252.00",10,10
087SRY900S,"10,239.00",20,0
087SRY960S,"27,836.00",25,0
087SST850S,"29,703.00",10,5
087SST940S,"25,128.00",20,10
087STCA20S,"14,095.00",20,2
087STN900S,"28,525.00",4,4
087STR940S,"29,428.00",22,0
087SVE900S,"17,568.00",67,38
087SVH900S,"20,690.00",10,0
087SVH950S,"24,879.00",10,10
087SWA930S,"15,106.00",23,12
087SWH960S,"19,833.00",6,0
100SV3700S,"11,673.00",140,100
101087720S,"24,971.00",40,40
101GE0000S,"19,246.00","4,780","4,360"
101GJ6000S,"28,584.00","3,140","2,200"
101SBH003S,"25,875.00",30,20
101SRY900S,"21,077.00",500,80
101STR900S,"11,090.00","2,230",560
101SVE860S,"19,837.00",20,20
102GB2720S,"19,455.00",510,0
102SVN900S,"21,489.00",240,120
103SVN900S,"28,820.00",40,40
103SZJ900S,"24,413.00",20,20
104SCC870S,"16,994.00","4,120","3,860"
104SFN850S,"15,228.00","3,810","2,310"
104SRY960S,"16,672.00",150,150
105SJ9000S,"16,592.00",5,5
105SH8741S,"20,504.00",20,0
105SRY970S,"27,122.00",60,0
105SSP900S,"25,296.00",10,10
105SVE860S,"21,138.00",140,40
105SVN900S,"13,088.00",320,20
105MS5010S,"12,743.00",10,10
106GBG850S,"29,328.00",10,10
106GCC000S,"19,333.00",5,0
106SRY970S,"29,490.00",40,0
106SVN900S,"29,535.00",40,40
107GN1010S,"24,951.00",10,0
107GZ4670S,"11,359.00",310,220
107SAN900S,"11,382.00",320,190
107SRY970S,"23,985.00",220,200
107SST940S,"17,215.00",20,0
108223000S,"20,943.00","1,080",960
108SST940S,"22,257.00",20,20
109SPH900S,"14,746.00",55,0
109SB6000S,"12,145.00","6,100","4,600"
110SPH900S,"26,039.00",130,0
110SVE900S,"14,141.00",10,10
11187000AS,"14,141.00",20,0
111187010S,"28,885.00",140,100
111362000S,"13,854.00",20,0
111SCC841S,"25,917.00",10,0
111SPH900S,"14,714.00",180,160
111SW3003S,"16,420.00","5,700","4,740"
111MR5000S,"27,079.00",260,220
112SFN850S,"12,495.00",690,190
112STP900S,"11,057.00",70,50
112SVE860S,"20,474.00",40,40
112MC7000S,"21,809.00",10,10
112SB4000S,"24,590.00",100,40
113438000S,"11,616.00",400,350
113GS6010S,"27,729.00",240,160
113STP900S,"15,301.00",70,50
113SVH900S,"11,602.00",20,20
113SZJ900S,"19,840.00",10,0
14166000HS,"15,651.00",4,0
114310000S,"16,684.00",660,360
114SCC841S,"20,215.00",13,8
114SZJ900S,"24,099.00",30,10
115SPH900S,"27,990.00",20,0
115MV9000S,"19,929.00",250,20
116001010S,"12,273.00",60,40
116383720S,"11,086.00",330,90
116SAG900S,"20,847.00",370,240
116SCC900S,"14,672.00",60,30
116STP900S,"17,455.00","4,370","1,610"
117065000S,"29,789.00",350,250
117SCC900S,"22,593.00",2,0
117STP900S,"28,335.00",190,190
117SY0860S,"26,646.00",80,70
118383000S,"11,435.00","4,700","4,450"
120SAG900S,"22,371.00",65,60
121SBW900S,"17,021.00",40,30
121SCC900S,"26,073.00",122,92
122463770S,"27,848.00",180,180
122SVT941S,"11,946.00",120,80
123198000S,"14,167.00",10,0
123SAG900S,"16,881.00",180,115
123SRC900S,"15,907.00",20,10
123SRM860S,"10,458.00","1,330",380
123SSP871S,"18,364.00",10,0
123SSP901S,"13,286.00",70,30
123SST941S,"14,947.00",70,50
124SAE000S,"29,836.00",10,10
125MN1671S,"10,601.00",10,10
130MEE000S,"10,773.00",20,0
131SSP910S,"29,147.00",980,410
131MCS760S,"23,114.00",20,10
140SAE000S,"26,320.00",20,20
145MS9610S,"17,739.00",10,10
155SY4901S,"19,585.00",210,190
163SCN000S,"14,578.00",15,0
164SPH900S,"13,177.00",40,40
183SR8000S,"11,130.00",60,0
183STC900S,"11,532.00",480,60
191SRY970S,"19,115.00",156,50
191SVE860S,"20,514.00",370,320
01GF6000RS,"20,950.00",180,120
201SCC900S,"11,874.00",200,140
201SRM840S,"16,416.00",60,50
201MW3620S,"16,563.00",50,50
202SPH900S,"14,604.00",60,40
202SRM840S,"20,287.00",40,10
206001000S,"25,832.00","9,600","9,100"
206250000S,"16,001.00",265,220
231087000S,"28,251.00",520,400
231198000S,"27,233.00","1,000",920
231SB5720S,"16,609.00",95,55
231SCS920S,"13,798.00",115,105
231SM7700S,"24,559.00",600,360
235SCZ000S,"17,824.00",20,10
301473000S,"15,345.00",40,40
301STP900S,"17,522.00",10,10
303SCC841S,"22,678.00",350,250
304159000S,"17,613.00",430,350
304438000S,"19,511.00",140,130
304GA6000S,"21,872.00",450,200
304SCS920S,"20,871.00",170,0
304SFN850S,"28,433.00",25,0
304SPH900S,"25,083.00",305,70
304SSP900S,"18,803.00",277,109
304SST942S,"11,338.00",30,0
304SZJ900S,"26,314.00",20,20
305169000S,"14,735.00","1,420",540
05GE8003RS,"29,207.00",417,20
305SFN850S,"13,548.00",50,30
305SPH900S,"12,084.00",5,0
305SSP900S,"16,775.00",240,40
305SVN900S,"21,157.00",30,20
306SF0000S,"10,328.00",660,170
306SRM840S,"26,424.00",39,26
306SST942S,"24,550.00","1,850","1,840"
306STE911S,"23,944.00",155,55
306SVT941S,"15,472.00",380,140
307001000S,"29,959.00","9,500","7,750"
307GJ6000S,"12,544.00",960,520
308357000S,"20,533.00",380,380
308SPH840S,"17,780.00",60,60
309357000S,"25,850.00","1,300","1,050"
309SF0000S,"12,852.00",120,80
311SVH900S,"22,930.00",40,40
311MT3000S,"17,474.00",340,240
313172000S,"16,658.00",60,0
320GC3000S,"21,329.00","2,520","2,210"
344SEV900S,"14,446.00","1,350","1,230"
344SRP900S,"14,608.00",100,100
380MB2000S,"26,458.00",200,40
381SCC870S,"23,777.00","2,360","2,220"
381SWA940S,"17,036.00",880,380
381SZJ900S,"27,487.00",20,10
401GCC000S,"26,706.00",10,10
401SRM840S,"24,235.00",10,10
403SN6930S,"24,413.00",10,10
403SPH900S,"12,205.00",60,10
404SPTA00S,"29,369.00",20,20
407259000S,"26,836.00","13,400","11,900"
410HC4000S,"20,500.00",60,60
412187000S,"23,691.00",20,20
412329000S,"16,008.00",60,40
412SPH900S,"24,125.00",20,20
417360000S,"18,905.00",180,0
426SBN900S,"23,371.00",40,20
432086000S,"10,185.00",360,240
432SPTA00S,"18,838.00",60,60
435HB3000S,"25,067.00",20,0
441035000S,"22,741.00","1,700","1,400"
441286000S,"20,259.00",400,0
441SA4700S,"22,383.00",300,100
441ME9000S,"29,947.00",200,0
442028000S,"19,546.00",60,0
442GF6000S,"11,093.00","1,200","1,000"
443107000S,"23,340.00",265,75
443GF6000S,"23,018.00",720,600
450ZA0000S,"13,308.00",20,0
451001000S,"28,530.00",30,10
451198000S,"14,763.00",60,60
451365000S,"16,313.00",20,0
451GF6000S,"13,208.00",60,0
451SRM840S,"23,719.00",20,20
451SVT900S,"23,592.00",10,0
452GB4770S,"29,888.00",300,100
452SGH900S,"12,830.00",60,60
452SPH900S,"16,629.00",60,60
452SRM840S,"17,738.00",240,60
453SRM840S,"28,621.00",50,50
454107000S,"19,461.00",180,120
454SPH900S,"11,088.00",120,0
455SSP910S,"25,460.00",20,20
456SRM840S,"22,543.00",20,20
457SRM840S,"26,005.00",20,20
458SVS900S,"15,387.00",20,0
459107000S,"15,241.00",20,20
461035000S,"28,750.00",180,60
461357000S,"21,246.00",540,360
461459000S,"25,970.00",160,80
461GB4770S,"29,836.00",160,80
461GF6000S,"29,452.00",200,120
461SPS900S,"29,927.00",10,0
461STC900S,"19,369.00",10,10
463MH7000S,"20,892.00",100,100
471SW1900S,"21,219.00",90,80
474333000S,"19,057.00",60,60
475703000S,"18,884.00",30,10
481035000S,"15,947.00","1,740","1,560"
501GBH730S,"19,514.00",400,300
501SCC870S,"15,596.00",60,0
501SPH900S,"13,953.00",10,10
501SPTA00S,"28,687.00",150,0
501STN700S,"20,881.00",100,0
502198900S,"23,751.00",60,0
502SRY930S,"20,390.00",80,80
503051870S,"19,705.00",420,300
503STR900S,"14,303.00",120,0
504964000S,"22,895.00",130,50
504SFN850S,"21,624.00",10,10
504SR3000S,"14,282.00",20,20
505425000S,"28,729.00",960,840
507GN5900S,"19,576.00",80,60
521028000S,"29,729.00",80,20
521292000S,"13,041.00",660,420
534MV4000S,"11,472.00",10,10
543SSP910S,"13,313.00",830,160
544283000S,"15,941.00",80,80
544439930S,"17,148.00",20,20
545300000S,"13,906.00",50,30
551178000S,"11,617.00",60,20
556044000S,"24,765.00",50,50
558STR900S,"22,844.00",390,55
559STN700S,"11,089.00",70,60
559STR900S,"18,826.00",970,100
559SVN900S,"24,100.00",10,0
560STN700S,"18,159.00",10,10
560SVE900S,"22,150.00",10,10
560SVN900S,"21,882.00",10,0
563355000S,"28,683.00",40,20
601001000S,"10,777.00",250,50
601354000S,"27,350.00",350,250
601459000S,"26,030.00",350,250
601GF5730S,"14,692.00","1,740","1,670"
601GFC780S,"25,991.00",20,20
601SAF003S,"22,135.00",10,10
601SFN851S,"22,165.00",70,60
601SPH900S,"26,719.00",10,10
602GB0900S,"14,592.00","1,600",650
602SPH900S,"12,383.00",10,0
602SRM840S,"22,663.00",50,50
603GF6000S,"10,621.00",650,550
603SPH900S,"23,871.00",30,30
605200000S,"11,169.00",40,20
661STR940S,"22,355.00",20,20
672SPH901S,"12,592.00",20,0
677SAN961S,"18,781.00","5,540","4,660"
683GAZ930S,"10,847.00",160,0
701GF6000S,"19,710.00","6,100","5,100"
701HB6010S,"23,967.00",70,10
702GB6910S,"15,097.00",800,600
704035000S,"18,071.00",200,0
704SRM840S,"24,814.00",250,150
741003000S,"19,064.00",800,650
741SFB000S,"14,786.00",200,10
741SGH900S,"23,432.00",200,0
741SPH900S,"13,594.00",110,20
753029000S,"29,000.00",30,20
755229000S,"16,402.00",120,40
756198000S,"15,939.00",800,760
756SCS690S,"17,999.00",680,480
801035000S,"22,544.00","16,720","8,400"
899SVN900S,"14,594.00",30,30
912SPH900S,"18,012.00",136,130
001GCC000S,"28,937.00",33,22
001GF6000S,"22,751.00","4,120","3,460"
001SCN003S,"13,509.00",129,129
001SRC920S,"20,619.00",34,34
001STC900S,"11,079.00",670,513
001STN900S,"17,275.00",222,222
002GCC000S,"27,915.00",18,18
002SSP911S,"12,386.00",188,188
002STC901S,"27,700.00",249,248
003SRC920S,"12,801.00",60,60
003SSP910S,"15,339.00",25,25
004STN900S,"12,320.00",10,10
004STP901S,"13,808.00",56,36
004SZJ900S,"10,902.00",5,5
005SCN003S,"17,137.00",6,6
005STN900S,"17,486.00",2,2
006GAZ980S,"19,966.00",8,6
006STN900S,"22,596.00",6,6
007SPH901S,"13,043.00",31,27
008SCS920S,"21,493.00",1,1
008SS6000S,"18,300.00",10,10
009GW3980S,"10,624.00",131,131
015SEH910S,"15,594.00",12,2
022STN900S,"29,466.00",19,19
051SYJ711S,"23,513.00",5,5
052SWF901S,"13,469.00",11,0
053719005S,"15,525.00",20,20
071SSP901S,"20,080.00",870,870
071STC900S,"18,776.00",77,0
071SVN900S,"29,792.00",252,152
072ST7003S,"12,765.00",2,2
101179710S,"21,379.00",15,15
01GF6000RS,"11,807.00",163,163
102SC6003S,"19,293.00",40,40
103GAZ980S,"12,358.00",8,6
03GF6000RS,"14,840.00",7,3
105STC900S,"16,167.00",154,100
201GBG900S,"18,224.00","2,800","2,540"
201SCS920S,"28,796.00",260,140
201SEH910S,"28,856.00",60,40
201SPH901S,"17,365.00",100,0
202302010S,"10,948.00","41,100","20,100"
202GE0005S,"11,428.00","18,300","8,200"
202SSP910S,"21,589.00",232,59
202STH741S,"27,886.00",80,50
202STP900S,"29,765.00",150,20
203GB5760S,"15,791.00","11,500","9,100"
203SPH901S,"25,543.00",77,50
203SSP910S,"20,971.00",180,0
204GBG850S,"20,744.00","5,160","3,680"
204SCS920S,"20,089.00",140,50
204SPH901S,"25,754.00",6,0
204SPH901S,"27,196.00",140,0
204MC7003S,"22,923.00",82,0
205350000S,"15,992.00",10,0
206SCS920S,"27,813.00",200,70
208SB4670S,"21,316.00","7,240","7,120"
208SPH901S,"28,812.00",270,50
211SWP901S,"18,889.00",5,0
216SSP910S,"18,598.00",160,40
252030003S,"15,661.00",220,220
253SPH900S,"27,922.00",10,10
253SSP901S,"20,568.00",5,5
253SZJ901S,"20,359.00",10,10
54GAA003RS,"22,905.00",396,244
55169000RS,"18,879.00","20,750","19,500"
55GAA003RS,"29,254.00","11,850","10,550"
255SPH901S,"29,127.00",255,125
255SWA941S,"23,305.00",180,140
256SZJ901S,"19,390.00",6,6
258SEJ900S,"23,446.00",40,0
262SV3831S,"17,042.00",5,5
301035000S,"10,451.00",370,310
301107000S,"10,145.00",625,245
301200000S,"26,130.00",20,0
301GF6000S,"13,683.00",500,200
301SCC770S,"19,991.00",100,100
301STC900S,"21,077.00",100,100
302SEV900S,"16,832.00","3,510","3,060"
303001000S,"10,639.00",30,30
303377000S,"16,133.00",320,280
303719000S,"25,934.00","6,160","4,080"
303GF6000S,"26,036.00",100,0
303SCS920S,"15,039.00","2,030",990
304GB0910S,"11,836.00",80,60
304GB1900S,"24,526.00",900,0
304SCS920S,"18,513.00",300,290
304SPGT00S,"11,784.00",285,185
304MZ0760S,"13,172.00",120,40
305028150S,"16,191.00",50,50
305443740S,"12,194.00",60,40
305SPH900S,"25,202.00","1,400",400
305SRM840S,"11,581.00",200,200
305MC7000S,"25,617.00",820,760
306GF6000S,"27,582.00",350,250
306MG3000S,"21,817.00",50,0
307035000S,"10,161.00","10,850","8,950"
307639000S,"29,306.00",20,10
307SRM840S,"24,944.00",350,0
309425003S,"26,240.00",30,30
309MJ0003S,"15,133.00",200,200
317171000S,"13,244.00",450,0
351642000S,"26,386.00",20,20
351GR1000S,"15,269.00",20,20
351SPH900S,"15,141.00",100,40
356SAG900S,"13,995.00","7,240","6,520"
356SEH910S,"20,417.00",100,80
356SGH901S,"14,755.00",120,10
372SPH900S,"29,690.00","6,340","4,460"
455MG8000S,"15,121.00","1,430",810
509GE2760S,"18,861.00",870,600
509SWA940S,"14,993.00",20,0
00060080HS,"14,370.00","1,140","1,020"
00060100AS,"13,064.00",60,0
00060120AS,"10,458.00",720,600
00060160AS,"21,487.00",780,600
00060160HS,"15,540.00",120,0
00060200HS,"16,812.00",480,300
00060220AS,"13,905.00",60,60
00060400AS,"10,240.00",360,0
00080200HS,"19,881.00",20,0
00080250AS,"14,931.00",120,40
20060200AS,"22,824.00",240,240
25060250HS,"29,488.00",420,0
01060100AS,"17,859.00",30,20
01060120GS,"20,016.00",130,110
01060250GS,"22,952.00",240,240
01060320AS,"19,667.00",10,0
01060750AS,"18,821.00",20,20
01080320AS,"17,615.00",20,20
001200000S,"17,939.00","1,770","1,560"
281110000S,"26,487.00","4,620","4,380"
00060160BS,"20,466.00",20,20
00080280ES,"29,845.00",40,0
15100250ES,"28,035.00",60,60
040601200S,"25,035.00",130,0
0003006IGS,"12,204.00",120,0
00040081HS,"22,395.00",120,0
00040101HS,"14,470.00",120,0
00040121HS,"23,598.00",120,120
00040141AS,"22,164.00",10,10
00040160GS,"11,286.00",60,60
00040250GS,"28,437.00","2,520",540
00040400HS,"27,154.00",120,0
00050100GS,"19,629.00",30,30
00050101AS,"25,486.00",480,300
00050104JS,"19,534.00",300,300
00050120AS,"27,671.00",800,250
00050121GS,"11,179.00",300,300
00050161GS,"18,999.00",540,420
00050161HS,"11,415.00",720,540
00050200AS,"12,216.00",120,60
00050200GS,"13,581.00",480,300
00050200HS,"14,699.00",180,180
00050221GS,"22,645.00",420,300
00050250GS,"25,354.00",120,120
00050280AS,"13,343.00",120,120
00050300HS,"22,559.00",100,50
00060121AS,"17,592.00",460,0
00060161HS,"13,508.00",180,180
00060250GS,"26,303.00",260,130
00040120AS,"17,031.00",320,220
0040121GHS,"11,833.00",170,160
00050121HS,"12,649.00","1,020",840
00050160GS,"27,342.00",300,300
00060121HS,"22,976.00",420,360
00060160AS,"23,319.00",900,300
00060161HS,"21,033.00","3,360","2,880"
00040121GS,"22,333.00",180,120
00050120AS,"22,680.00",380,360
00050161AS,"13,507.00",240,120
00050251GS,"23,689.00",120,120
00060650GS,"24,608.00",310,290
910502507S,"20,820.00",20,0
910502807S,"11,473.00",600,220
910601607S,"27,227.00",30,0
920502007S,"10,466.00",680,0
920502507S,"11,108.00",460,340
920503507S,"24,560.00",260,50
920504507S,"20,624.00",240,0
010401200S,"19,764.00",40,40
390124510S,"15,711.00",10,10
390124680S,"23,965.00",60,60
390124710S,"21,568.00",120,120
390134510S,"28,431.00",80,80
390322280S,"11,471.00",40,0
390324310S,"20,892.00",20,0
